Server,Date,Rank,Power,Tech,Equip,Prayer Bonus,1,2,3,4,5
merger39,2016-05-25,50,174050,21519,27363,5,Saizo,Blaine,Rams,Ariel,Mira
merger40,2016-05-25,1,240743,29051,31446,20,Gerber,Robin,Theresa,Zoe,Awakened Aurai
merger40,2016-05-25,2,253711,25240,35767,19,Monk Sun,Lilith,Ariel,Coco,Smoke
merger40,2016-05-25,3,213489,24579,32015,10,Pulan,Ariel,Robin,Sue,Theresa
merger40,2016-05-25,4,200382,21339,32110,15,Saizo,Ariel,Robin,Coco,Sebastian
merger40,2016-05-25,5,204960,20120,28800,14,Monk Sun,Saizo,Ariel,Robin,Smoke
merger40,2016-05-25,6,195633,25870,30263,15,Monk Sun,Ariel,Robin,Coco,Smoke
merger40,2016-05-25,7,182720,25545,26584,6,Monk Sun,Saizo,Robin,Coco,Sebastian
merger40,2016-05-25,8,197949,23650,32430,10,Gerber,Ariel,Robin,Zoe,Smoke
merger40,2016-05-25,9,194339,22755,34024,10,Pulan,Monk Sun,Ariel,Coco,Smoke
merger40,2016-05-25,10,201880,26457,37054,5,Gerber,Saizo,Ariel,Coco,Smoke
merger40,2016-05-25,11,202149,24316,31754,10,Gerber,Saizo,Ariel,Coco,Smoke
merger40,2016-05-25,12,168162,20760,26809,10,Monk Sun,Saizo,Robin,Ariel,Smoke
merger40,2016-05-25,13,202513,24442,32181,9,Pulan,Saizo,Ariel,Coco,Smoke
merger40,2016-05-25,14,183914,24291,39925,6,Saizo,Ariel,Robin,Sebastian,Zoe
merger40,2016-05-25,15,169957,21610,30241,5,Saizo,Ariel,Robin,Zoe,Smoke
merger40,2016-05-25,16,192572,24530,28433,10,Saizo,Ariel,Robin,Sebastian,Zoe
merger40,2016-05-25,17,166139,22031,24129,6,Gerber,Ariel,Sebastian,Theresa,Zoe
merger40,2016-05-25,18,186535,19998,33991,4,Monk Sun,Saizo,Coco,Sebastian,Smoke
merger40,2016-05-25,19,181982,21956,27669,10,Chavez,Saizo,Ariel,Coco,Sebastian
merger40,2016-05-25,20,199385,26993,30942,8,Gerber,Jacob,Saizo,Coco,Zoe
merger40,2016-05-25,21,195381,27773,28994,3,Gerber,Saizo,Ariel,Sebastian,Theresa
merger40,2016-05-25,22,194664,27123,27628,7,Jacob,Blaine,Awakened Baggins,Alma,Karna
merger40,2016-05-25,23,183753,22340,27395,12,Monk Sun,Ariel,Mira,Theresa,Smoke
merger40,2016-05-25,24,193373,26923,29490,5,Gerber,Saizo,Ariel,Sebastian,Theresa
merger40,2016-05-25,25,168079,21141,23629,6,Jacob,Blaine,Awakened Baggins,Sebastian,Theresa
merger40,2016-05-25,26,170740,14515,27227,10,Saizo,Rams,Ariel,Coco,Zoe
merger40,2016-05-25,27,178324,24120,25478,6,Gerber,Sebastian,Ruby,Mira,Theresa
merger40,2016-05-25,28,157811,17139,24420,10,Saizo,Robin,Ariel,Sebastian,Smoke
merger40,2016-05-25,29,175087,20521,27991,5,Saizo,Ariel,Robin,Coco,Sebastian
merger40,2016-05-25,30,166844,23400,26784,4,Monk Sun,Awakened York,Ariel,Coco,Smoke
merger40,2016-05-25,31,171401,13795,22218,14,Monk Sun,Lilith,Ariel,Karna,Smoke
merger40,2016-05-25,32,192230,20780,33800,9,Awakened York,Awakened Lufia,Coco,Sebastian,Mira
merger40,2016-05-25,33,160685,17977,22273,6,Gerber,Gridlock,Sebastian,Ruby,Mira
merger40,2016-05-25,34,147751,15030,24444,4,Rams,Ariel,Robin,Sebastian,Zoe
merger40,2016-05-25,35,146413,19305,15636,1,Monk Sun,Muse,Blaine,Ariel,Sebastian
merger40,2016-05-25,36,164909,13899,19424,10,Gerber,Blaine,Karna,Sebastian,Theresa
merger40,2016-05-25,37,157593,19561,23550,3,Monk Sun,Saizo,Robin,Sebastian,Theresa
merger40,2016-05-25,38,157370,15666,21057,9,Monk Sun,Awakened Baggins,Sebastian,Mira,Smoke
merger40,2016-05-25,39,166892,21807,18978,6,Gerber,Blaine,Awakened Baggins,Sebastian,Awakened Pandarus
merger40,2016-05-25,40,160701,24839,19816,6,Lorya,Rams,Sebastian,Ruby,Theresa
merger40,2016-05-25,41,158837,16636,21161,5,Gerber,Blaine,Robin,Sebastian,Theresa
merger40,2016-05-25,42,166500,22473,21077,8,Gerber,Awakened Baggins,Sebastian,Mira,Awakened Pandarus
merger40,2016-05-25,43,175257,24842,30942,1,Gerber,Jacob,Gearz,Grunk,Zoe
merger40,2016-05-25,44,199606,24655,35180,7,Saizo,Gearz,Grunk,Coco,Theresa
merger40,2016-05-25,45,188439,26912,25986,4,Gerber,Lilith,Awakened Baggins,Awakened Crabbie,Theresa
merger40,2016-05-25,46,168311,24600,26138,1,Gerber,Blaine,Awakened Baggins,Sebastian,Theresa
merger40,2016-05-25,47,168782,14577,25699,9,Saizo,Lilith,Blaine,Ariel,Theresa
merger40,2016-05-25,48,166113,23750,22529,4,Blaine,Awakened Baggins,Karna,Sebastian,Theresa
merger40,2016-05-25,49,166825,20373,24099,5,Gerber,Karna,Sebastian,Ruby,Mira
merger40,2016-05-25,50,167481,24324,25276,7,Gerber,Blaine,Sebastian,Mira,Theresa
merger41,2016-05-25,1,245006,39956,29927,20,Uther,Muse,Ariel,Sebastian,Awakened Aurai
merger41,2016-05-25,2,234763,27325,29177,15,Charon,Saizo,Lilith,Ariel,Robin
merger41,2016-05-25,3,219923,23200,38105,12,Charon,Saizo,Awakened West,Ariel,Smoke
merger41,2016-05-25,4,225167,22860,28894,15,Charon,Monk Sun,Saizo,Ariel,Smoke
merger41,2016-05-25,5,231927,34340,36101,11,Gerber,Saizo,Ariel,Robin,Smoke
merger41,2016-05-25,6,213426,23745,40693,13,Saizo,Ariel,Robin,Coco,Smoke
merger41,2016-05-25,7,227942,25544,40170,13,Saizo,Thanos,Coco,Sue,Awakened Pandarus
merger41,2016-05-25,8,184071,25835,22966,10,Monk Sun,Sebastian,Theresa,Awakened Aurai,Smoke
merger41,2016-05-25,9,214553,21885,32442,10,Saizo,Ariel,Robin,Theresa,Smoke
merger41,2016-05-25,10,193606,15678,36257,11,Saizo,Lilith,Rams,Ariel,Smoke
merger41,2016-05-25,11,199687,20930,35883,13,Charon,Awakened West,Ariel,Coco,Smoke
merger41,2016-05-25,12,196883,21383,24652,12,Gerber,Saizo,Rams,Robin,Ariel
merger41,2016-05-25,13,202940,27935,28858,9,Jacob,Blaine,Ariel,Karna,Sebastian
merger41,2016-05-25,14,196147,20703,32052,10,Saizo,Awakened West,Coco,Sebastian,Smoke
merger41,2016-05-25,15,177585,21010,25944,10,Monk Sun,Rams,Robin,Ariel,Smoke
merger41,2016-05-25,16,180613,21775,31617,10,Saizo,Lilith,Ariel,Robin,Smoke
merger41,2016-05-25,17,188530,28465,24855,9,Awakened Merlynn,Blaine,Alma,Sebastian,Theresa
merger41,2016-05-25,18,187934,28507,24389,5,Gerber,Blaine,Alma,Karna,Theresa
merger41,2016-05-25,19,175921,18215,25806,10,Gerber,Rams,Robin,Ariel,Theresa
merger41,2016-05-25,20,179303,17502,26380,10,Charon,Blaine,Ariel,Theresa,Smoke
merger41,2016-05-25,21,177313,21562,28274,5,Ariel,Sebastian,Ruby,Mira,Theresa
merger41,2016-05-25,22,175787,25513,24381,5,Gerber,Blaine,Awakened Baggins,Sebastian,Theresa
merger41,2016-05-25,23,187744,22975,28992,10,Monk Sun,Saizo,Robin,Ariel,Theresa
merger41,2016-05-25,24,179873,19742,28585,10,Gerber,Ariel,Awakened West,Theresa,Smoke
merger41,2016-05-25,25,178150,23806,21846,8,Gerber,Lilith,Blaine,Awakened Crabbie,Theresa
merger41,2016-05-25,26,209220,27590,25389,10,Gerber,Lilith,Blaine,Awakened Crabbie,Theresa
merger41,2016-05-25,27,172417,21842,25612,8,Jacob,Ariel,Sebastian,Theresa,Smoke
merger41,2016-05-25,28,182916,19251,29302,10,Gerber,Ariel,Sebastian,Theresa,Zoe
merger41,2016-05-25,29,209734,22055,31810,10,Charon,Saizo,Ariel,Awakened West,Smoke
merger41,2016-05-25,30,176294,20200,24587,10,Monk Sun,Saizo,Rams,Ariel,Smoke
merger41,2016-05-25,31,175509,23130,23268,10,Gerber,Saizo,Robin,Ariel,Theresa
merger41,2016-05-25,32,170753,23836,24486,9,Gerber,Ariel,Robin,Sebastian,Theresa
merger41,2016-05-25,33,169324,19035,24451,10,Monk Sun,Lilith,Ariel,Theresa,Smoke
merger41,2016-05-25,34,175604,22051,24047,9,Gerber,Saizo,Blaine,Ariel,Theresa
merger41,2016-05-25,35,167844,14650,23597,11,Saizo,Ariel,Karna,Ruby,Theresa
merger41,2016-05-25,36,162267,20280,27643,5,Saizo,Rams,Robin,Ariel,Smoke
merger41,2016-05-25,37,151803,15288,20157,4,Saizo,Ariel,Sebastian,Ruby,Mira
merger41,2016-05-25,38,164686,23890,24297,0,Monk Sun,Saizo,Rams,Ariel,Robin
merger41,2016-05-25,39,167356,21176,22636,10,Gerber,Monk Sun,Blaine,Theresa,Smoke
merger41,2016-05-25,40,163092,19096,22436,10,Lorya,Lilith,Robin,Sebastian,Smoke
merger41,2016-05-25,41,160389,26341,18761,6,Gerber,Blaine,Awakened Baggins,Sebastian,Mira
merger41,2016-05-25,42,154849,18362,21683,5,Gerber,Blaine,Ariel,Robin,Smoke
merger41,2016-05-25,43,153253,20863,19456,2,Gerber,Blaine,Alma,Sebastian,Theresa
merger41,2016-05-25,44,150687,20573,26668,2,Jacob,Gearz,Robin,Coco,Smoke
merger41,2016-05-25,45,154322,17195,20549,5,Gerber,Blaine,Robin,Sebastian,Theresa
merger41,2016-05-25,46,166137,21481,21535,8,Jacob,Lilith,Blaine,Ariel,Ruby
merger41,2016-05-25,47,149556,19578,20577,7,Monk Sun,Blaine,Alma,Karna,Theresa
merger41,2016-05-25,48,134998,13259,17842,4,Gerber,Rams,Ariel,Sebastian,Theresa
merger41,2016-05-25,49,154762,13088,19832,10,Uther,Lorya,Rams,Gridlock,Awakened Aurai
merger41,2016-05-25,50,164743,18615,20797,5,Blaine,Alma,Karna,Sebastian,Theresa
merger42,2016-05-25,1,253584,31685,51154,15,Saizo,Ariel,Robin,Coco,Smoke
merger42,2016-05-25,2,246703,26670,36078,19,Charon,Saizo,Ariel,Coco,Smoke
merger42,2016-05-25,3,214810,21730,34244,15,Saizo,Ariel,Robin,Zoe,Smoke
merger42,2016-05-25,4,208147,25935,34264,14,Monk Sun,Saizo,Rams,Ariel,Smoke
merger42,2016-05-25,5,213612,26890,35689,10,Saizo,Ariel,Robin,Coco,Theresa
merger42,2016-05-25,6,195235,20751,24748,13,Monk Sun,Saizo,Rams,Ariel,Sebastian
merger42,2016-05-25,7,198725,16317,32874,15,Saizo,Lilith,Robin,Ariel,Ruby
merger42,2016-05-25,8,188852,21763,30181,10,Monk Sun,Gearz,Awakened York,Coco,Sebastian
merger42,2016-05-25,9,174332,23844,28388,1,Uther,Saizo,Ariel,Sebastian,Smoke
merger42,2016-05-25,10,210764,32106,32809,10,Saizo,Ariel,Robin,Theresa,Smoke
merger42,2016-05-25,11,198423,21470,31102,10,Saizo,Rams,Robin,Ariel,Theresa
merger42,2016-05-25,12,206325,23060,31678,10,Monk Sun,Saizo,Ariel,Coco,Smoke
merger42,2016-05-25,13,181493,22964,28751,8,Saizo,Robin,Ariel,Sebastian,Theresa
merger42,2016-05-25,14,202205,21113,28290,10,Pulan,Saizo,Ariel,Sebastian,Theresa
merger42,2016-05-25,15,181123,21563,29909,4,Monk Sun,Saizo,Coco,Sebastian,Zoe
merger42,2016-05-25,16,193264,24690,38808,11,Monk Sun,Saizo,Robin,Coco,Smoke
merger42,2016-05-25,17,177371,20885,24496,10,Monk Sun,Saizo,Rams,Ariel,Smoke
merger42,2016-05-25,18,175903,21205,28041,9,Chavez,Saizo,Ariel,Coco,Sebastian
merger42,2016-05-25,19,169552,20255,23187,10,Monk Sun,Saizo,Rams,Ariel,Sebastian
merger42,2016-05-25,20,191613,32670,28941,3,Charon,Saizo,Ariel,Theresa,Awakened Aurai
merger42,2016-05-25,21,180543,19842,27580,12,Monk Sun,Saizo,Karna,Theresa,Smoke
merger42,2016-05-25,22,176679,23533,27638,2,Monk Sun,Saizo,Ariel,Sebastian,Smoke
merger42,2016-05-25,23,175515,20491,27183,10,Gerber,Saizo,Ariel,Robin,Theresa
merger42,2016-05-25,24,172752,18235,35728,5,Saizo,Sue,Coco,Ruby,Smoke
merger42,2016-05-25,25,170801,21641,21048,8,Gerber,Thanos,Blaine,Alma,Karna
merger42,2016-05-25,26,172681,20071,27966,5,Gerber,Lilith,Robin,Ariel,Smoke
merger42,2016-05-25,27,179659,22325,33210,9,Charon,Saizo,Ariel,Coco,Smoke
merger42,2016-05-25,28,175966,15012,31077,10,Gerber,Robin,Ariel,Sue,Theresa
merger42,2016-05-25,29,192240,28046,30400,11,Gerber,Spartacus,Gearz,Jolie,Awakened Aurai
merger42,2016-05-25,30,167735,21243,33466,6,Saizo,Ariel,Coco,Sebastian,Smoke
merger42,2016-05-25,31,171661,24861,19512,5,Gerber,Blaine,Awakened Baggins,Karna,Awakened Pandarus
merger42,2016-05-25,32,150609,20966,21953,4,Gerber,Robin,Sebastian,Ruby,Mira
merger42,2016-05-25,33,158144,20640,22191,5,Gerber,Ariel,Robin,Sebastian,Theresa
merger42,2016-05-25,34,158470,17469,22073,8,Lorya,Saizo,Rams,Ariel,Theresa
merger42,2016-05-25,35,167006,26681,22101,1,Gerber,Awakened Baggins,Sebastian,Mira,Awakened Pandarus
merger42,2016-05-25,36,171329,21051,23633,4,Jacob,Muse,Blaine,Alma,Karna
merger42,2016-05-25,37,161463,22246,24235,2,Gerber,Robin,Coco,Sebastian,Mira
merger42,2016-05-25,38,157222,20834,20864,7,Gerber,Pulan,Sebastian,Ruby,Mira
merger42,2016-05-25,39,186435,21755,27933,10,Pulan,Saizo,Sebastian,Theresa,Smoke
merger42,2016-05-25,41,162534,19690,20908,7,Gerber,Saizo,Rams,Karna,Mira
merger42,2016-05-25,42,166357,25590,27831,1,Monk Sun,Saizo,Grunk,Ariel,Mira
merger42,2016-05-25,43,171304,20756,30273,7,Saizo,Ariel,Robin,Coco,Theresa
merger42,2016-05-25,44,150334,16456,21156,2,Blaine,Rams,Karna,Sebastian,Theresa
merger42,2016-05-25,45,176283,13410,28897,8,Spartacus,Awakened York,Ariel,Coco,Smoke
merger42,2016-05-25,46,151533,16291,22280,5,Lilith,Blaine,Ariel,Sebastian,Theresa
merger42,2016-05-25,47,154125,19670,21897,5,Gerber,Ariel,Robin,Sebastian,Theresa
merger42,2016-05-25,48,163032,21209,20055,6,Awakened Kaiser,Jacob,Ruby,Theresa,Awakened Aurai
merger42,2016-05-25,49,153881,21472,18027,8,Gerber,Blaine,Alma,Karna,Sebastian
merger42,2016-05-25,50,159562,22310,24369,5,Gerber,Blaine,Ariel,Theresa,Smoke
merger43,2016-05-25,1,252310,34830,37237,15,Charon,Lilith,Ariel,Awakened Crabbie,Theresa
merger43,2016-05-25,2,243012,35240,31465,15,Charon,Lilith,Ariel,Awakened Crabbie,Theresa
merger43,2016-05-25,3,230634,25455,35285,15,Monk Sun,Saizo,Robin,Ariel,Coco
merger43,2016-05-25,4,234253,29910,35465,15,Monk Sun,Saizo,Ariel,Robin,Smoke
merger43,2016-05-25,5,233487,31215,51368,8,Saizo,Awakened West,Coco,Ruby,Smoke
merger43,2016-05-25,6,198341,22443,29933,10,Charon,Ariel,Coco,Ruby,Theresa
merger43,2016-05-25,7,183032,23365,24295,10,Charon,Muse,Ariel,Theresa,Awakened Aurai
merger43,2016-05-25,8,189009,22693,32585,9,Saizo,Ariel,Coco,Sebastian,Theresa
merger43,2016-05-25,9,188153,24285,25983,10,Charon,Saizo,Blaine,Robin,Theresa
merger43,2016-05-25,10,186133,25650,26319,9,Gerber,Ariel,Robin,Ruby,Theresa
merger43,2016-05-25,11,184403,24493,28216,6,Gerber,Robin,Ariel,Coco,Theresa
merger43,2016-05-25,12,182033,19366,22034,10,Gerber,Saizo,Ariel,Theresa,Awakened Aurai
merger43,2016-05-25,13,188023,26216,28793,10,Jacob,Sebastian,Ruby,Theresa,Smoke
merger43,2016-05-25,14,167086,21365,21264,10,Awakened Merlynn,Blaine,Alma,Karna,Sebastian
merger43,2016-05-25,15,173905,16522,23368,10,Gerber,Lilith,Blaine,Alma,Theresa
merger43,2016-05-25,16,174492,23455,26967,9,Saizo,Ariel,Sebastian,Theresa,Smoke
merger43,2016-05-25,17,180240,23269,29557,6,Monk Sun,Saizo,Awakened West,Coco,Sebastian
merger43,2016-05-25,18,177126,12690,18387,15,Bedivere,Saizo,Awakened York,Ariel,Sebastian
merger43,2016-05-25,19,180483,21681,24881,10,Gerber,Ariel,Sebastian,Ruby,Theresa
merger43,2016-05-25,20,163373,22055,23454,8,Awakened Merlynn,Blaine,Alma,Karna,Sebastian
merger43,2016-05-25,21,170954,23625,30551,7,Saizo,Ariel,Coco,Sebastian,Ruby
merger43,2016-05-25,22,158963,21405,28402,5,Saizo,Rams,Ariel,Theresa,Smoke
merger43,2016-05-25,23,179077,22533,30685,4,Gerber,Rams,Ariel,Robin,Sue
merger43,2016-05-25,24,159406,16848,27928,9,Saizo,Rams,Ariel,Sebastian,Smoke
merger43,2016-05-25,25,166965,20376,29593,7,Saizo,Robin,Ariel,Coco,Sebastian
merger43,2016-05-25,26,168381,13580,26126,10,Charon,Awakened York,Awakened West,Ariel,Smoke
merger43,2016-05-25,27,162123,13228,22080,9,Gerber,Rams,Ariel,Karna,Theresa
merger43,2016-05-25,28,154073,22365,19091,8,Awakened Merlynn,Blaine,Alma,Karna,Sebastian
merger43,2016-05-25,29,162565,20270,27266,2,Pulan,Ariel,Sebastian,Awakened Aurai,Smoke
merger43,2016-05-25,30,175969,22993,29563,10,Saizo,Karna,Awakened Crabbie,Theresa,Smoke
merger43,2016-05-25,31,172625,26529,23393,5,Gerber,Awakened Baggins,Sebastian,Ruby,Mira
merger43,2016-05-25,32,168726,19268,26278,3,Blaine,Ariel,Sebastian,Theresa,Smoke
merger43,2016-05-25,33,152351,22494,24190,2,Saizo,Ariel,Sebastian,Zoe,Smoke
merger43,2016-05-25,34,159449,17290,28435,6,Saizo,Robin,Karna,Theresa,Smoke
merger43,2016-05-25,35,163483,21186,19352,5,Gerber,Awakened Merlynn,Blaine,Karna,Theresa
merger43,2016-05-25,36,162553,20037,20186,8,Gerber,Blaine,Karna,Sebastian,Ruby
merger43,2016-05-25,37,150550,19705,23353,9,Monk Sun,Rams,Ariel,Awakened Aurai,Smoke
merger43,2016-05-25,38,146131,20545,18156,7,Awakened Merlynn,Blaine,Alma,Karna,Sebastian
merger43,2016-05-25,39,161334,19418,20427,4,Gerber,Monk Sun,Sebastian,Ruby,Theresa
merger43,2016-05-25,40,185010,19501,28652,10,Charon,Lorya,Saizo,Robin,Smoke
merger43,2016-05-25,41,145726,11400,19013,9,Saizo,Blaine,Ariel,Sebastian,Theresa
merger43,2016-05-25,42,150643,20585,18251,9,Monk Sun,Blaine,Karna,Theresa,Smoke
merger43,2016-05-25,43,178189,17848,28027,6,Yuan,Blaine,Coco,Karna,Ruby
merger43,2016-05-25,44,171400,23991,25668,9,Gerber,Blaine,Sebastian,Ruby,Theresa
merger43,2016-05-25,45,156791,15535,19909,5,Awakened Merlynn,Blaine,Awakened Baggins,Karna,Sebastian
merger43,2016-05-25,46,171701,27513,21612,2,Gerber,Jacob,Blaine,Awakened Baggins,Ariel
merger43,2016-05-25,47,164483,21921,22241,6,Gerber,Ruby,Mira,Theresa,Awakened Pandarus
merger43,2016-05-25,48,156931,16637,20035,7,Gerber,Sebastian,Mira,Theresa,Awakened Pandarus
merger43,2016-05-25,49,153533,14420,24367,9,Gerber,Karna,Ruby,Mira,Smoke
merger43,2016-05-25,50,148847,14115,19279,6,Awakened Merlynn,Blaine,Robin,Sebastian,Theresa
merger44,2016-05-25,1,222821,30365,34749,18,Monk Sun,Saizo,Robin,Ariel,Coco
merger44,2016-05-25,2,200152,27633,26468,13,Uther,Saizo,Robin,Ariel,Awakened Aurai
merger44,2016-05-25,3,209787,23445,33177,15,Monk Sun,Saizo,Ariel,Robin,Coco
merger44,2016-05-25,4,194890,25590,33983,12,Robin,Ariel,Coco,Sebastian,Smoke
merger44,2016-05-25,5,200434,24030,32163,12,Monk Sun,Saizo,Rams,Ariel,Smoke
merger44,2016-05-25,6,206196,29305,29703,15,Saizo,Rams,Ariel,Sebastian,Smoke
merger44,2016-05-25,7,182940,21516,22481,10,Gerber,Blaine,Karna,Sebastian,Theresa
merger44,2016-05-25,8,171663,20580,23962,6,Charon,Monk Sun,Ariel,Robin,Theresa
merger44,2016-05-25,9,185077,22040,30081,7,Charon,Awakened York,Ariel,Coco,Smoke
merger44,2016-05-25,10,188173,23841,33864,6,Saizo,Robin,Ariel,Coco,Sebastian
merger44,2016-05-25,11,169533,17847,24779,10,Saizo,Rams,Ariel,Sebastian,Theresa
merger44,2016-05-25,12,200687,24765,33909,9,Saizo,Ariel,Robin,Sue,Theresa
merger44,2016-05-25,13,176569,19850,22291,8,Monk Sun,Saizo,Ariel,Sebastian,Theresa
merger44,2016-05-25,14,185477,23870,32401,5,Monk Sun,Ariel,Coco,Zoe,Smoke
merger44,2016-05-25,15,158521,19169,28598,6,Charon,Ariel,Sue,Coco,Sebastian
merger44,2016-05-25,16,174576,20747,22020,8,Gerber,Blaine,Ariel,Karna,Theresa
merger44,2016-05-25,17,167020,22257,22508,6,Jacob,Blaine,Alma,Sebastian,Theresa
merger44,2016-05-25,18,169191,21181,28345,7,Saizo,Rams,Ariel,Coco,Karna
merger44,2016-05-25,19,173833,19696,31331,6,Saizo,Ariel,Robin,Sebastian,Smoke
merger44,2016-05-25,20,168690,19353,23452,9,Gerber,Blaine,Alma,Sebastian,Theresa
merger44,2016-05-25,21,161583,16345,25922,10,Monk Sun,Ariel,Sue,Coco,Sebastian
merger44,2016-05-25,23,168622,22367,23374,7,Gerber,Blaine,Sebastian,Awakened Crabbie,Theresa
merger44,2016-05-25,24,155359,20534,25338,6,Gerber,Robin,Coco,Awakened Pandarus,Smoke
merger44,2016-05-25,25,153136,19628,21632,7,Jacob,Robin,Ariel,Sebastian,Theresa
merger44,2016-05-25,26,143165,16144,18690,5,Gerber,Spartacus,Murphy,Ruby,Mira
merger44,2016-05-25,27,159154,23281,23873,4,Gerber,Ariel,Sebastian,Ruby,Mira
merger44,2016-05-25,28,172866,22920,24541,7,Gerber,Ariel,Mira,Theresa,Awakened Pandarus
merger44,2016-05-25,29,178533,22615,36162,8,Jacob,Gearz,Jolie,Awakened Lufia,Coco
merger44,2016-05-25,30,167713,19909,25056,1,Jacob,Rams,Awakened York,Ruby,Mira
merger44,2016-05-25,31,150544,19914,18520,6,Monk Sun,Awakened Merlynn,Alma,Sebastian,Theresa
merger44,2016-05-25,32,154497,18711,22871,4,Gerber,Spartacus,Sebastian,Ruby,Mira
merger44,2016-05-25,33,167112,20166,23828,7,Gerber,Pulan,Blaine,Awakened Baggins,Mira
merger44,2016-05-25,34,157336,21873,22724,7,Gerber,Monk Sun,Blaine,Robin,Theresa
merger44,2016-05-25,35,150659,16203,23421,5,Saizo,Blaine,Ariel,Sebastian,Theresa
merger44,2016-05-25,36,172226,22189,22805,3,Gerber,Thanos,Blaine,Karna,Awakened Aurai
merger44,2016-05-25,37,162484,23165,22211,9,Saizo,Rams,Ariel,Coco,Ruby
merger44,2016-05-25,38,157557,17695,26128,8,Charon,Ariel,Robin,Sebastian,Smoke
merger44,2016-05-25,39,156463,13458,24661,1,Blaine,Sebastian,Ruby,Mira,Theresa
merger44,2016-05-25,40,141593,18175,18637,5,Gerber,Ariel,Karna,Sebastian,Theresa
merger44,2016-05-25,41,165561,16363,27324,10,Chavez,Yuan,Robin,Coco,Ruby
merger44,2016-05-25,42,171587,16048,26025,10,Charon,Awakened York,Ruby,Mira,Awakened Pandarus
merger44,2016-05-25,43,149722,20992,20799,1,Gerber,Awakened Baggins,Sebastian,Ruby,Mira
merger44,2016-05-25,44,157277,19903,20035,5,Jacob,Blaine,Karna,Sebastian,Theresa
merger44,2016-05-25,45,156170,19474,19622,7,Jacob,Blaine,Ariel,Sebastian,Theresa
merger44,2016-05-25,46,152621,19412,18406,6,Gerber,Blaine,Awakened Baggins,Sebastian,Mira
merger44,2016-05-25,47,163121,17313,26546,4,Gerber,Robin,Sebastian,Mira,Awakened Pandarus
merger44,2016-05-25,48,153020,20127,18183,5,Gerber,Awakened Baggins,Ruby,Mira,Awakened Pandarus
merger44,2016-05-25,49,166635,22733,21549,10,Gerber,Blaine,Awakened Baggins,Ariel,Sebastian
merger44,2016-05-25,50,155473,14451,22810,10,Lorya,Rams,Gridlock,Sue,Karna
merger45,2016-05-25,1,222866,36085,39053,12,Saizo,Ariel,Robin,Coco,Smoke
merger45,2016-05-25,2,171106,24750,27708,7,Monk Sun,Ariel,Robin,Sebastian,Smoke
merger45,2016-05-25,3,175207,21489,26987,8,Monk Sun,Coco,Murphy,Ruby,Mira
merger45,2016-05-25,4,192663,21276,30629,10,Monk Sun,Saizo,Ariel,Theresa,Smoke
merger45,2016-05-25,5,186283,25610,36109,10,Saizo,Ariel,Robin,Coco,Smoke
merger45,2016-05-25,6,194934,25361,29443,11,Saizo,Ariel,Awakened Crabbie,Theresa,Awakened Pandarus
merger45,2016-05-25,7,192754,26435,33325,10,Saizo,Rams,Robin,Ariel,Smoke
merger45,2016-05-25,8,169676,22132,25964,5,Monk Sun,Saizo,Ariel,Sebastian,Smoke
merger45,2016-05-25,9,174802,23733,28123,8,Saizo,Robin,Ariel,Sebastian,Smoke
merger45,2016-05-25,10,169210,21282,25368,8,Monk Sun,Saizo,Lilith,Ariel,Sebastian
merger45,2016-05-25,11,188515,22185,33689,10,Saizo,Ariel,Robin,Coco,Smoke
merger45,2016-05-25,12,175093,25796,22765,8,Gerber,Blaine,Alma,Sebastian,Theresa
merger45,2016-05-25,13,169997,15470,28817,7,Monk Sun,Saizo,Robin,Ariel,Smoke
merger45,2016-05-25,14,174262,16863,25064,9,Gerber,Blaine,Alma,Sebastian,Theresa
merger45,2016-05-25,15,167751,20250,27674,6,Saizo,Rams,Ariel,Zoe,Smoke
merger45,2016-05-25,16,169553,23312,26916,7,Saizo,Robin,Ariel,Ruby,Theresa
merger45,2016-05-25,17,177206,22864,24947,10,Gerber,Lilith,Blaine,Alma,Karna
merger45,2016-05-25,18,172003,22486,23833,7,Gerber,Blaine,Alma,Sebastian,Theresa
merger45,2016-05-25,19,165416,15665,21312,15,Lorya,Lilith,Robin,Ariel,Smoke
merger45,2016-05-25,20,190346,28784,28275,10,Gerber,Saizo,Rams,Ariel,Sue
merger45,2016-05-25,21,172863,20615,27156,0,Charon,Saizo,Ariel,Theresa,Smoke
merger45,2016-05-25,22,173209,21591,23750,10,Gerber,Saizo,Ariel,Robin,Theresa
merger45,2016-05-25,23,174510,29946,25690,3,Pulan,Monk Sun,Awakened Baggins,Coco,Smoke
merger45,2016-05-25,24,179283,21540,37991,3,Monk Sun,Awakened Little Red,Ariel,Coco,Smoke
merger45,2016-05-25,25,163009,22610,22819,2,Awakened Merlynn,Blaine,Awakened Baggins,Sebastian,Awakened Pandarus
merger45,2016-05-25,26,164443,22626,19509,9,Gerber,Blaine,Awakened Baggins,Sebastian,Awakened Pandarus
merger45,2016-05-25,27,176256,23360,27697,10,Blaine,Robin,Ruby,Theresa,Smoke
merger45,2016-05-25,28,161961,17877,24924,7,Gerber,Coco,Ruby,Mira,Smoke
merger45,2016-05-25,29,190347,30205,30232,10,Gerber,Uther,Blaine,Ariel,Sue
merger45,2016-05-25,30,150485,19584,21821,5,Monk Sun,Ariel,Robin,Sebastian,Smoke
